GA60748_01289	g01493	GA60748	1	0	0	4
GA81665_01236	g01493	GA81665	1	0	0	1
GA81666_01169	g01493	GA81666	1	0	0	1
GA83348_01204	g01493	GA83348	1	0	0	6
GA83349_00934	g01493	GA83349	1	0	0	1
GA83431_01000	g01493	GA83431	0	1	1	6
GA83431_01001	g01493	GA83431	0	1	1	8
GA83447_00900	g01493	GA83447	0	1	1	6
GA83447_00901	g01493	GA83447	0	1	1	8
GA83469_00663	g01493	GA83469	0	1	1	6
GA83469_00664	g01493	GA83469	0	1	1	8
GA83571_01239	g01493	GA83571	1	0	0	6
GA83705_01236	g01493	GA83705	1	0	0	2
GA83706_00488	g01493	GA83706	1	0	0	1
GA83842A_01000	g01493	GA83842A	1	0	0	6
GA83842B_01206	g01493	GA83842B	0	1	1	6
GA83842B_01207	g01493	GA83842B	0	1	1	8
GA83882_00964	g01493	GA83882	1	0	0	2
GA87003_01206	g01493	GA87003	1	0	0	1
GA87176_00908	g01493	GA87176	0	1	1	6
GA87176_00909	g01493	GA87176	0	1	1	8
GA87262_01204	g01493	GA87262	0	1	1	6
GA87262_01205	g01493	GA87262	0	1	1	8
GA87363_00925	g01493	GA87363	1	0	0	1
GA87424_00999	g01493	GA87424	1	0	0	1
GA87620_00999	g01493	GA87620	1	0	0	1
GA87639_00997	g01493	GA87639	1	0	0	5
GA87697_01206	g01493	GA87697	1	0	0	2
GA91113_00669	g01493	GA91113	1	0	0	3
GA91241_00893	g01493	GA91241	1	0	0	6
GA91506_00999	g01493	GA91506	0	1	1	6
GA91506_01000	g01493	GA91506	0	1	1	7
GA95071_00950	g01493	GA95071	0	1	1	6
GA95071_00951	g01493	GA95071	0	1	1	9
GA60748_01597	g01494	GA60748	1	0	0	4
GA60748_01652	g01494	GA60748	1	0	0	1
GA81665_01489	g01494	GA81665	1	0	0	1
GA81666_01725	g01494	GA81666	1	0	0	3
GA83348_01681	g01494	GA83348	1	0	0	3
GA83349_01560	g01494	GA83349	1	0	0	1
GA83431_01614	g01494	GA83431	1	0	0	1
GA83447_01349	g01494	GA83447	1	0	0	3
GA83469_01327	g01494	GA83469	1	0	0	5
GA83469_01383	g01494	GA83469	1	0	0	1
GA83571_01535	g01494	GA83571	1	0	0	2
GA83705_01489	g01494	GA83705	1	0	0	3
GA83706_01246	g01494	GA83706	1	0	0	1
GA83706_01846	g01494	GA83706	1	0	0	3
GA83842A_01504	g01494	GA83842A	1	0	0	1
GA83842B_01444	g01494	GA83842B	1	0	0	6
GA83842B_01499	g01494	GA83842B	1	0	0	1
GA83882_01508	g01494	GA83882	1	0	0	1
GA87003_01443	g01494	GA87003	1	0	0	6
GA87003_01498	g01494	GA87003	1	0	0	1
GA87176_01601	g01494	GA87176	1	0	0	3
GA87262_01532	g01494	GA87262	1	0	0	3
GA87363_01562	g01494	GA87363	1	0	0	1
GA87424_01446	g01494	GA87424	1	0	0	1
GA87620_01612	g01494	GA87620	1	0	0	1
GA87639_01538	g01494	GA87639	1	0	0	2
GA87697_01530	g01494	GA87697	1	0	0	1
GA91113_01654	g01494	GA91113	1	0	0	3
GA91241_01539	g01494	GA91241	1	0	0	1
GA91506_01530	g01494	GA91506	1	0	0	1
GA95071_01389	g01494	GA95071	1	0	0	4
GA95071_01444	g01494	GA95071	1	0	0	1
GA60748_01286	g01495	GA60748	1	0	0	1
GA81665_01232	g01495	GA81665	0	1	1	4
GA81665_01233	g01495	GA81665	0	1	1	3
GA81666_01165	g01495	GA81666	0	1	1	4
GA81666_01166	g01495	GA81666	0	1	1	3
GA83348_01201	g01495	GA83348	1	0	0	2
GA83349_00930	g01495	GA83349	0	1	1	4
GA83349_00931	g01495	GA83349	0	1	1	3
GA83431_00996	g01495	GA83431	0	1	1	4
GA83431_00997	g01495	GA83431	0	1	1	3
GA83447_00896	g01495	GA83447	0	1	1	4
GA83447_00897	g01495	GA83447	0	1	1	3
GA83469_00659	g01495	GA83469	0	1	1	4
GA83469_00660	g01495	GA83469	0	1	1	3
GA83571_01236	g01495	GA83571	1	0	0	1
GA83705_01232	g01495	GA83705	0	1	1	4
